Team Name,Country,Region,Position,size (n),Well-being_mean,Needs_mean,Engagement_mean,Autonomy_mean,Belonging_mean,Competence_mean,Leadership_mean,Management_mean,Returns_mean,Rewards_mean,Status_mean,Myself_mean,Tasks_mean,Free_mean,Mastery_mean,Competent_mean,Learn_mean,Group_mean,Talk_mean,Care_mean,Satisfied_mean,Meaning_mean,Stay_mean,Ideas_mean,Values_mean,Understands_mean,Encourages_mean,Listens_mean,Network_mean,Friendly_mean,Team_mean,Appreciated_mean,Responsibilities_mean,Work_mean,Impact_mean,Strong_mean,Drained_mean,Frustrated_mean,Well-being_median,Needs_median,Engagement_median,Autonomy_median,Belonging_median,Competence_median,Leadership_median,Management_median,Returns_median,Rewards_median,Status_median,Myself_median,Tasks_median,Free_median,Mastery_median,Competent_median,Learn_median,Group_median,Talk_median,Care_median,Satisfied_median,Meaning_median,Stay_median,Ideas_median,Values_median,Understands_median,Encourages_median,Listens_median,Network_median,Friendly_median,Team_median,Appreciated_median,Responsibilities_median,Work_median,Impact_median,Strong_median,Drained_median,Frustrated_median,Volunteer,Staff
Batken volunteers,Kyrgyzstan,Europe,Volunteer,26,4.2,4.5,4.6,4.6,4.5,4.5,4.5,4.6,4.6,4.5,4.6,4.4,4.8,4.7,4.4,4.5,4.8,4.7,4.3,4.6,4.6,4.7,4.6,4.7,4.2,4.7,4.4,4.5,4.5,4.8,4.4,4.6,4.6,4.3,4.7,6.0,2.8,1.8,4.3,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.5,1.0,1,0
BcharriYouth2023,Lebanon,MENA,Volunteer,1,2.6,3.1,4.0,2.3,3.0,4.5,4.0,3.8,3.5,4.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,2.6,3.1,4.0,2.3,3.0,4.5,4.0,3.8,3.5,4.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1,0
Berdychiv_City_JointStaffVolunteers,Ukraine,Europe,Volunteer,5,3.8,4.3,4.1,4.3,4.3,4.1,4.4,4.2,4.4,4.1,4.1,4.4,4.0,4.6,4.4,3.8,4.8,4.2,4.0,4.6,4.6,4.4,4.0,3.8,3.6,4.2,4.4,4.6,4.0,4.6,3.0,4.0,4.4,3.8,4.2,5.2,3.4,2.2,3.9,4.6,4.2,4.3,4.7,4.0,4.7,4.3,4.5,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1,0
Berehovo_District_Volonteers,Ukraine,Europe,Volunteer,8,3.9,4.0,4.0,3.7,4.2,4.2,3.3,4.0,4.2,3.6,4.1,3.8,3.8,3.5,4.2,4.1,4.2,4.1,4.4,4.1,4.0,4.2,4.0,3.9,3.8,3.4,3.2,3.2,4.2,4.5,2.6,4.0,3.6,3.5,4.2,5.2,2.9,2.5,4.0,4.0,4.0,4.0,4.0,4.0,3.8,4.2,4.2,4.0,4.2,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,5.0,2.5,4.0,4.0,4.0,4.0,5.0,2.5,2.0,1,0
Bila Tserkva District Volunteers,Ukraine,Europe,Volunteer,21,3.9,4.4,4.3,4.4,4.4,4.5,4.3,4.4,4.6,4.1,4.4,4.6,4.3,4.4,4.6,4.5,4.9,4.7,4.2,4.2,4.3,4.2,4.8,4.3,4.0,4.5,4.0,4.4,4.3,4.7,2.8,4.4,4.1,4.0,4.5,5.7,3.3,2.1,4.1,4.4,4.2,4.3,4.3,4.5,4.3,4.3,4.5,4.0,4.5,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,2.0,1,0
Bilhorod-Dnistrovska_District_Volunteers,Ukraine,Europe,Volunteer,5,4.1,4.2,4.3,4.3,4.1,4.2,4.3,4.1,4.3,3.8,4.3,4.4,4.2,4.2,4.2,4.2,4.6,4.4,4.0,3.8,3.8,4.4,4.2,4.6,4.4,4.4,4.4,4.2,4.0,4.6,3.0,4.4,3.8,3.8,4.2,5.4,3.2,1.4,4.1,4.0,4.4,4.0,4.0,4.0,4.0,4.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1,0
Bilozerska_District_JointStaffVolunteers,Ukraine,Europe,Volunteer,55,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.5,4.4,4.5,4.5,4.3,4.3,4.5,4.5,4.5,4.2,4.4,4.7,4.4,4.5,4.3,4.7,3.4,4.5,4.4,4.4,4.5,6.4,2.6,1.4,4.6,4.5,4.4,4.3,4.3,4.5,4.7,4.5,4.5,4.0,4.5,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,7.0,3.0,1.0,1,0
Bishkek volunteers,Kyrgyzstan,Europe,Volunteer,27,4.0,4.5,4.5,4.6,4.4,4.7,4.4,4.4,4.5,4.3,4.3,4.6,4.3,4.8,4.6,4.8,4.9,4.5,4.1,4.5,4.7,4.5,4.5,4.9,4.1,4.5,4.3,4.4,4.1,4.7,3.4,3.9,4.3,4.3,4.7,6.0,3.2,2.4,3.9,4.6,4.6,4.7,4.7,5.0,4.7,4.5,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,3.0,2.0,1,0
Blagovishchenskа_District_Volunteers,Ukraine,Europe,Volunteer,5,3.9,4.5,4.3,4.7,4.5,4.4,4.5,4.1,4.5,3.6,4.3,4.6,4.6,4.8,4.4,4.4,4.8,4.4,4.6,4.4,4.4,4.2,4.2,4.2,4.6,4.4,4.6,4.6,4.2,4.2,2.8,4.2,3.6,3.6,4.4,5.2,2.8,2.2,3.9,4.4,4.0,4.7,4.3,4.0,4.7,4.0,4.5,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1,0
Bolgradska_District_Volunteers,Ukraine,Europe,Volunteer,4,4.0,3.8,4.0,3.9,3.7,3.9,3.8,3.8,4.0,3.5,3.8,3.8,4.0,4.0,4.0,3.8,4.2,3.8,3.8,3.5,3.8,4.2,4.2,4.5,3.5,3.8,3.8,3.8,3.8,3.8,3.2,3.8,3.5,3.5,3.8,5.8,2.8,2.5,3.9,3.9,4.0,4.0,4.0,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,1,0
Borshchiv_District_JoinStaffVolunteers,Ukraine,Europe,Volunteer,11,4.4,4.5,4.6,4.6,4.5,4.4,4.4,4.3,4.4,4.3,4.3,4.7,4.4,4.6,4.5,4.3,4.5,4.6,4.1,4.6,4.8,4.6,4.5,4.4,4.5,4.6,4.3,4.4,4.3,4.6,2.8,4.3,4.4,4.3,4.3,5.8,2.2,1.2,4.6,4.5,4.6,4.7,4.3,4.5,4.3,4.2,4.5,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,1,0
Boryspil_District_Voluunteers,Ukraine,Europe,Volunteer,10,4.1,4.4,4.5,4.4,4.3,4.6,4.4,4.4,4.4,4.2,4.6,4.5,4.4,4.3,4.6,4.6,4.5,4.3,4.2,4.4,4.4,4.6,4.4,4.6,4.6,4.4,4.3,4.6,4.3,4.7,2.9,4.4,4.1,4.2,4.7,6.1,3.3,1.7,4.4,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,3.0,1.0,1,0
Brovary_District_Volunteers,Ukraine,Europe,Volunteer,10,4.2,4.3,4.2,4.2,4.3,4.4,4.0,4.0,4.4,3.4,4.3,4.3,3.9,4.3,4.3,4.6,4.4,4.2,4.4,4.3,4.2,4.2,4.1,4.2,4.1,4.0,4.0,4.0,4.3,4.1,3.0,4.4,3.4,3.5,4.2,6.0,3.0,1.8,4.3,4.2,4.0,4.2,4.2,4.5,4.0,4.2,4.2,3.8,4.2,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,1.5,1,0
Bucha_Filia_Kyiv_Regional_Volunteers,Ukraine,Europe,Volunteer,11,4.1,4.0,4.1,4.0,4.0,3.9,3.9,4.1,4.4,3.9,4.1,4.0,4.1,4.0,3.8,4.0,4.5,4.1,4.1,3.9,4.3,4.1,4.1,4.0,3.8,3.9,3.7,4.1,4.3,4.5,3.1,4.2,3.8,4.0,4.0,5.5,2.5,2.1,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1,0
Bucha_Filia_Kyiv_Regional_Volunteers 1,Ukraine,Europe,Volunteer,4,4.7,4.4,4.4,4.2,4.5,4.5,3.8,4.0,4.1,3.2,4.5,4.0,4.2,4.2,4.5,4.5,4.2,4.8,4.2,4.5,4.5,4.8,4.5,4.0,4.2,4.0,3.8,3.8,4.0,4.5,3.2,4.5,3.5,3.0,4.5,6.5,1.5,1.5,5.0,4.4,4.4,4.2,4.5,4.5,3.8,4.2,4.2,4.0,4.5,4.0,4.5,4.5,4.5,4.5,4.0,5.0,4.0,4.5,4.5,5.0,4.5,4.0,4.0,4.0,3.5,4.0,4.0,4.5,3.5,4.5,4.0,3.5,4.5,7.0,1.0,1.0,1,0
CD Choluteca ,Honduras,Americas,Volunteer,9,4.0,4.4,4.4,4.2,4.4,4.6,3.9,4.3,4.4,4.0,4.5,3.9,4.4,4.3,4.6,4.6,4.8,4.6,4.7,3.9,4.6,4.6,4.4,4.6,4.0,3.7,3.8,4.2,4.0,4.3,4.1,4.3,4.0,4.0,4.7,6.0,3.6,2.1,4.1,4.6,4.6,4.7,4.7,4.5,4.0,4.5,4.5,4.5,4.5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,3.0,2.0,1,0
CD Comayagua,Honduras,Americas,Volunteer,12,4.0,4.0,4.3,4.1,3.9,4.2,4.0,4.1,4.3,3.5,4.5,3.9,4.4,3.9,4.0,4.3,4.8,4.3,3.8,3.5,4.6,4.2,4.2,4.5,4.0,3.9,4.0,4.0,3.8,4.0,3.9,4.2,3.3,3.6,4.8,5.8,2.8,2.5,4.1,4.2,4.6,4.0,3.8,4.5,4.3,4.2,4.5,3.8,4.5,4.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,2.5,2.0,1,0
CD Juticalpa,Honduras,Americas,Volunteer,5,3.4,4.5,4.4,4.7,4.1,4.7,4.4,4.4,4.6,3.7,4.8,4.4,4.8,5.0,4.8,4.6,5.0,4.2,4.2,4.0,4.6,4.8,4.0,4.8,3.6,4.6,3.6,5.0,4.2,3.6,4.8,4.6,3.8,3.6,5.0,5.8,4.8,3.0,3.4,4.5,4.4,5.0,5.0,5.0,4.7,4.8,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,1,0
CD La Esperanza,Honduras,Americas,Volunteer,2,3.6,4.3,4.8,4.5,4.5,3.8,3.4,4.4,4.2,4.5,4.5,5.0,3.5,5.0,4.5,3.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,4.5,4.5,2.0,4.0,4.0,3.5,4.0,4.0,4.0,4.5,4.5,5.0,6.5,4.0,3.5,3.6,4.3,4.8,4.5,4.5,3.8,3.4,4.4,4.2,4.5,4.5,5.0,3.5,5.0,4.5,3.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,4.5,4.5,2.0,4.0,4.0,3.5,4.0,4.0,4.0,4.5,4.5,5.0,6.5,4.0,3.5,1,0
CD La Paz,Honduras,Americas,Volunteer,4,4.7,4.7,4.7,4.7,4.6,4.9,4.6,4.8,4.9,4.8,4.6,5.0,4.2,4.8,4.8,5.0,5.0,5.0,4.5,4.2,5.0,4.8,4.0,5.0,4.8,4.5,4.2,5.0,4.8,4.8,4.0,4.5,4.8,4.8,4.8,6.5,1.8,1.2,4.7,4.7,4.8,4.7,4.7,5.0,4.8,4.8,5.0,4.8,4.8,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,6.5,1.0,1.0,1,0
CD Nacaome ,Honduras,Americas,Volunteer,9,4.0,4.5,4.7,4.5,4.7,4.4,4.5,4.3,4.5,3.8,4.6,4.4,4.4,4.6,4.1,4.7,4.9,4.6,4.8,4.7,4.9,4.7,4.7,4.8,4.4,4.3,4.7,4.6,4.1,4.4,4.2,4.3,3.8,3.9,4.8,5.9,3.7,1.9,4.1,4.8,4.8,4.7,5.0,5.0,5.0,4.3,5.0,4.0,4.5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,2.0,1,0
CHALCO,Mexico,Americas,Volunteer,24,4.3,4.4,4.6,4.2,4.4,4.5,4.2,4.2,4.5,3.6,4.5,4.3,4.2,4.2,4.4,4.7,4.8,4.5,4.5,4.2,4.5,4.7,4.8,4.6,4.4,4.2,4.3,4.2,4.2,4.3,4.2,4.3,3.5,3.7,4.7,6.5,2.9,2.0,4.6,4.6,4.8,4.5,4.7,5.0,4.7,4.2,4.8,4.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,2.5,1.0,1,0
CHALCO 2,Mexico,Americas,Volunteer,24,4.3,4.5,4.6,4.6,4.3,4.5,4.5,4.5,4.6,4.4,4.5,4.5,4.6,4.5,4.4,4.6,4.7,4.3,4.5,4.2,4.6,4.8,4.4,4.7,4.3,4.5,4.5,4.5,4.5,4.5,4.0,4.2,4.3,4.5,4.8,6.3,2.8,1.7,4.4,4.8,4.8,5.0,4.7,5.0,4.7,4.6,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,4.0,4.5,5.0,7.0,2.0,1.0,1,0
CKD unit 2023,Global,Global,Staff,7,3.5,4.3,4.2,4.4,4.1,4.6,4.7,4.3,4.4,4.3,4.1,3.7,4.7,4.7,4.4,4.7,4.6,4.0,4.0,4.3,4.6,3.4,4.4,4.4,4.0,4.4,4.9,4.9,4.3,4.6,2.6,3.7,4.3,4.3,4.6,5.3,3.6,3.4,3.5,4.4,4.4,4.3,4.0,4.5,5.0,4.2,4.5,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,0,1
CM Camasca,Honduras,Americas,Volunteer,11,4.3,4.4,4.6,4.3,4.5,4.5,4.3,4.1,4.3,3.9,4.1,4.1,4.5,4.5,4.4,4.6,4.5,4.6,4.5,4.4,4.5,4.6,4.5,4.7,4.5,4.3,4.3,4.5,4.0,4.6,4.4,4.1,4.0,3.8,4.2,5.5,2.4,1.5,4.3,4.6,4.6,4.7,4.7,5.0,4.3,4.3,4.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,2.0,1.0,1,0
CM Catacamas ,Honduras,Americas,Volunteer,5,4.3,4.7,4.6,4.7,4.6,4.7,4.7,3.8,4.3,3.2,3.9,4.8,4.8,4.6,4.6,4.8,4.4,5.0,5.0,3.8,4.6,4.8,4.6,4.6,4.2,4.6,4.6,4.8,4.2,3.8,4.0,4.0,3.2,3.2,3.8,6.6,3.0,1.6,4.6,4.9,4.8,5.0,4.7,5.0,5.0,3.7,4.5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,7.0,2.0,1.0,1,0
CM Danlí ,Honduras,Americas,Volunteer,2,3.8,4.5,4.6,4.7,4.6,4.0,4.2,4.4,4.8,4.0,4.2,5.0,5.0,4.0,4.5,3.5,5.0,4.5,4.5,5.0,5.0,4.5,4.0,5.0,4.5,3.5,4.5,4.5,4.5,4.5,2.5,3.5,4.0,4.0,5.0,3.0,2.0,1.5,3.8,4.5,4.6,4.7,4.6,4.0,4.2,4.4,4.8,4.0,4.2,5.0,5.0,4.0,4.5,3.5,5.0,4.5,4.5,5.0,5.0,4.5,4.0,5.0,4.5,3.5,4.5,4.5,4.5,4.5,2.5,3.5,4.0,4.0,5.0,3.0,2.0,1.5,1,0
CM El Paraíso ,Honduras,Americas,Volunteer,2,2.9,4.6,4.9,4.8,4.2,5.0,4.5,4.4,4.8,3.8,4.8,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5,3.5,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,3.5,3.5,4.5,4.0,3.5,5.0,5.0,5.0,4.5,2.9,4.6,4.9,4.8,4.2,5.0,4.5,4.4,4.8,3.8,4.8,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5,3.5,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,3.5,3.5,4.5,4.0,3.5,5.0,5.0,5.0,4.5,1,0
CM Jesús de Otoro,Honduras,Americas,Volunteer,8,4.3,4.6,4.5,4.4,4.8,4.6,4.4,4.4,4.3,4.0,4.8,4.5,4.2,4.2,4.4,4.8,4.8,4.8,4.6,4.9,4.6,4.8,4.5,4.5,4.2,4.4,4.4,4.4,3.9,4.8,3.6,4.9,3.9,4.1,4.8,6.2,2.4,2.1,4.2,4.6,4.6,4.8,5.0,4.8,4.8,4.4,4.2,4.2,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,6.5,2.5,1.5,1,0
CM Perspire ,Honduras,Americas,Volunteer,1,4.6,4.9,4.8,5.0,5.0,4.5,4.7,4.7,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,3.0,1.0,4.6,4.9,4.8,5.0,5.0,4.5,4.7,4.7,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,3.0,1.0,1,0
CM San Francisco de la Paz,Honduras,Americas,Volunteer,2,4.4,4.8,4.6,4.8,4.8,4.8,4.2,4.2,4.8,3.0,4.8,5.0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.0,4.5,4.5,4.0,4.0,4.5,4.5,5.0,4.5,4.5,3.0,3.0,5.0,7.0,3.5,1.5,4.4,4.8,4.6,4.8,4.8,4.8,4.2,4.2,4.8,3.0,4.8,5.0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.0,4.5,4.5,4.0,4.0,4.5,4.5,5.0,4.5,4.5,3.0,3.0,5.0,7.0,3.5,1.5,1,0
CM San Lorenzo,Honduras,Americas,Volunteer,9,4.5,4.8,4.7,4.9,4.5,4.9,4.3,4.4,4.6,4.1,4.4,5.0,5.0,4.7,4.9,5.0,4.8,4.8,4.7,4.1,4.8,4.8,4.7,4.7,4.4,4.4,4.1,4.4,4.4,4.7,4.4,4.1,4.1,4.1,4.8,6.2,2.0,1.7,4.6,5.0,4.8,5.0,5.0,5.0,5.0,4.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,1.0,1,0
CM Siguatepeque,Honduras,Americas,Volunteer,31,4.1,4.3,4.3,4.5,4.3,4.2,4.1,4.2,4.3,4.0,4.3,4.4,4.5,4.5,4.1,4.4,4.5,4.5,4.2,4.1,4.5,4.4,4.4,4.2,4.1,4.2,4.1,4.0,4.1,4.3,3.9,4.3,4.0,3.9,4.4,5.6,2.5,2.3,4.1,4.5,4.4,4.7,4.3,5.0,4.7,4.3,4.5,4.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0,2.0,1,0
CM Talanga ,Honduras,Americas,Volunteer,5,3.4,3.5,3.7,3.5,3.3,4.0,3.2,3.7,3.6,3.4,4.1,3.4,4.0,3.2,3.6,4.4,4.2,3.4,3.4,3.0,3.4,3.6,3.8,4.2,3.4,3.2,3.2,3.2,3.0,3.0,3.6,3.8,3.2,3.6,4.4,5.2,3.8,3.4,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.3,3.5,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,1,0
CM Taulabé,Honduras,Americas,Volunteer,22,4.3,4.4,4.6,4.5,4.3,4.5,4.2,4.3,4.5,3.9,4.6,4.5,4.5,4.6,4.5,4.5,4.8,4.4,4.4,4.1,4.5,4.9,4.7,4.7,4.3,3.9,4.3,4.5,4.1,4.5,3.8,4.4,3.9,3.9,4.9,6.0,2.6,1.8,4.3,4.5,4.6,4.7,4.7,4.5,4.5,4.4,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.5,5.0,4.0,4.0,5.0,6.0,2.0,1.0,1,0
CRCS staff 2,Cyprus,Europe,Staff,12,3.1,3.9,4.0,3.6,3.8,4.3,3.3,3.7,4.0,2.7,4.4,3.8,3.4,3.6,4.4,4.2,4.2,3.8,3.7,3.9,3.8,4.6,3.8,4.1,3.8,3.3,3.2,3.2,3.7,4.5,4.2,4.2,2.8,2.7,4.5,5.5,4.6,4.6,3.1,4.0,4.0,4.0,4.0,4.5,4.0,3.6,4.0,2.5,4.5,4.0,4.0,4.0,5.0,5.0,4.5,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,2.5,2.5,4.5,6.0,5.0,4.0,0,1
CRCS volunteers 1,Cyprus,Europe,Volunteer,26,3.9,4.2,4.4,4.2,4.0,4.3,4.0,4.0,4.1,3.7,4.3,4.2,4.0,4.3,4.4,4.3,4.2,4.3,3.8,4.0,4.2,4.6,4.6,4.6,4.0,4.0,4.0,4.1,4.0,4.5,3.3,4.1,3.7,3.7,4.5,5.8,3.0,2.5,3.9,4.2,4.6,4.3,4.3,5.0,4.0,4.2,4.5,4.0,4.5,4.5,4.0,5.0,5.0,5.0,4.5,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,2.5,2.0,1,0
CRCS volunteers 2,Cyprus,Europe,Volunteer,24,4.1,4.4,4.6,4.4,4.3,4.6,4.3,4.3,4.4,4.0,4.5,4.5,4.2,4.5,4.7,4.5,4.6,4.6,4.1,4.3,4.6,4.7,4.5,4.7,4.5,4.4,4.2,4.3,4.3,4.6,3.8,4.2,3.8,4.1,4.8,6.3,3.0,2.4,4.1,4.5,4.8,4.5,4.5,5.0,4.7,4.4,4.5,4.2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,2.0,2.0,1,0
CREPD,El Salvador,Americas,Staff,4,3.4,3.6,4.2,3.4,3.6,4.0,3.3,4.2,4.1,3.8,4.6,3.5,3.5,3.2,3.5,4.5,4.8,4.2,4.0,2.8,4.0,4.8,4.5,4.2,3.2,3.5,3.0,3.5,3.5,3.8,4.0,4.2,3.5,4.0,5.0,5.2,5.0,2.8,3.4,4.0,4.3,4.0,4.0,4.0,3.8,4.0,4.2,3.5,4.8,4.0,4.0,3.5,3.5,4.5,5.0,4.5,4.0,3.0,4.0,5.0,5.0,4.5,3.0,4.0,3.5,4.0,4.0,4.5,4.0,4.5,3.5,4.0,5.0,5.5,5.0,3.0,0,1
